"","ID","TDU","REP","PRODUCT","KWH500","KWH1000","KWH2000","RATE_TYPE","RENEWABLE","TERM_LENGTH","PREPAID","TOU","PROMOTION","FACTS_URL"
"127","11837","电子电器","国际","Bright Choice",14.5,13.1,12.4,"否",14,1,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VDARXXX0241_SPA_20180501.PDF"
"128","11843","电子电器","国际","Live Brighter 12",13.9,12.5,11.8,"是",14,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX1938_SPA_20180807.PDF"
"129","11849","电子电器","国际","Live Brighter 24",14.8,13.4,12.7,"是",10,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX1839_SPA_20180606.PDF"
"130","11922","电子电器","特惠","#Super12",14.1,6.1,10.1,"是",19,12,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/aepc_Super12_PTC_08152018.pdf"
"131","11947","电子电器","国际","Monthly Freedom Plan",13.9,12.5,11.8,"否",14,0,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARXXX0109_SPA_20180323.PDF"
"132","11957","电子电器","国际","You Got This 12",13.7,12.3,11.6,"是",14,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXXX0526_SPA_20180807.PDF"
"133","11963","电子电器","国际","You Got This 24",13.7,12.3,11.6,"是",14,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXXX0527_SPA_20180807.PDF"
"134","12052","电子电器","冷运","Classic 12-Month",12.3,10.4,12.4,"是",5,12,"老客户","否","散客","https://www.infiniteenergy.com/client/resources/efl/signup/AEPC/Classic_12-month"
"135","12053","电子电器","冷运","Classic 3-Month",11,9.1,11.1,"是",5,3,"老客户","否","散客","https://www.infiniteenergy.com/client/resources/efl/signup/AEPC/Classic_3-month"
"136","12093","电子电器","其他","24 MonthValue Fixed",13.4,12.4,11.9,"是",50,24,"老客户","否","散客","https://enroll.viridian.com/document?t=ElectricityFactsLabel&planRateId=1193133"
"137","12251","电子电器","冷运","24 Mon NEST Rate",13.6,10.7,10.3,"是",5,24,"老客户","否","散客","https://www.infiniteenergy.com/client/resources/efl/signup/AEPC/24_mo_Nest_Rate"
"138","12252","电子电器","冷运","36 Mon NEST Rate",13.5,10.6,10.1,"是",5,36,"老客户","否","散客","https://www.infiniteenergy.com/client/resources/efl/signup/AEPC/36_mo_Nest_Rate"
"139","12099","电子电器","其他","36 Month Value Fixed",13.2,12.2,11.7,"是",50,36,"老客户","否","散客","https://enroll.viridian.com/document?t=ElectricityFactsLabel&planRateId=1193074"
"140","12303","电子电器","特惠","Keep It Simple Savings Green Flex",10.8,9.8,9.2,"否",100,1,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-Keep It Simple Savings Green Flex (English).pdf"
"141","12405","电子电器","电商","6 Month Usage Bill Credit ",15.2,10.8,11.3,"是",16,6,"老客户","否","散客","https://signup.startexpower.constellation.com/Contract/016A6.pdf/?language=EN"
"142","12406","电子电器","电商","12 Month Usage Bill Credit ",15.1,10.7,11.2,"是",16,12,"老客户","否","散客","https://signup.startexpower.constellation.com/Contract/016QB.pdf/?language=EN"
"143","12407","电子电器","电商","12 Month (No Min Usage Fee)",13.2,12.3,11.8,"是",16,12,"老客户","否","散客","https://signup.startexpower.constellation.com/Contract/016R9.pdf/?language=EN"
"144","12294","电子电器","特惠","Keep It Simple Savings Flex",13.4,12.4,11.8,"否",16,1,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-Keep It Simple Savings Flex (English).pdf"
"145","12527","电子电器","电商","Easy Fixed",11.9,11.9,11.9,"是",17,12,"老客户","否","散客","https://www.voltep.com/volt-electricity-efl-650-american-electric-power-central-power-to-choose-easy.html"
"146","12539","电子电器","国际","Easy - 12",11.5,8.3,13.7,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27652"
"147","12540","电子电器","国际","Easy - 24",11.5,8.3,13.7,"是",19,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27653"
"148","12558","电子电器","其他","Assure 12-month",12.5,10.6,12.6,"是",4,12,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/AEPC/Assure_12-month"
"149","12605","电子电器","电商","Apartment E Bill Plan",9.8,9.8,9.8,"是",11,12,"老客户","否","散客","http://voltep.com/volt-electricity-efl-439-american-electric-power-central-power-to-choose-apartment-budget-e-bill-plan.html"
"150","12705","电子电器","其他","24 Mon NEST Rate",13.9,11,10.6,"是",4,24,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/AEPC/24_mo_Nest_Rate"
"151","12706","电子电器","其他","36 Mon NEST Rate",13.7,10.8,10.4,"是",4,36,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/AEPC/36_mo_Nest_Rate"
"152","12766","电子电器","重货","Reliant Truly Free Weekends 12",14.8,13.9,13.5,"是",11,12,"老客户","是","散客","https://www.reliant.com/files/090175188166c098.pdf"
"153","12822","电子电器","时效","Budget Saver 12",19.8,9.9,9.9,"是",6,12,"老客户","否","散客","https://www.4changeenergy.com/Docs/efl_budsva12fac_a.pdf"
"154","12824","电子电器","重货","PRICE PROTECT 24",14.7,12,11.5,"是",12,24,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21385/EFL/ptc-all/CPL/Electric/77437"
"155","12835","电子电器","电商","6 Month (No Min Usage Fee)",13.4,12.5,12,"是",16,6,"老客户","否","散客","https://signup.startexpower.constellation.com/Contract/016A5.pdf/?language=EN"
"158","12889","电子电器","重货","12 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",12.3,11.1,10.5,"是",16,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-ptc.pdf"
"159","12896","电子电器","其他","12 Month Fixed Rate Autopay E-Plan",12.4,11.2,10.6,"是",16,12,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen-ptc.pdf"
"160","12946","电子电器","其他","6 Month Fixed Rate Autopay E-Plan",13.4,12.2,11.6,"是",16,6,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-6-nongreen-ptc.pdf"
"161","12969","电子电器","其他","24 Month Fixed Rate Autopay E-Plan",12.3,11.1,10.5,"是",16,24,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen-ptc.pdf"
"162","12977","电子电器","其他","36 Month Fixed Rate Autopay E-Plan",12.3,11.1,10.5,"是",16,36,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-36-nongreen-ptc.pdf"
"163","12984","电子电器","重货","3 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",15.7,14.5,13.9,"是",16,3,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-ptc.pdf"
"164","12991","电子电器","重货","6 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",13.3,12.1,11.5,"是",16,6,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen-ptc.pdf"
"165","13013","电子电器","重货","24 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",12.2,11,10.4,"是",16,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen-ptc.pdf"
"166","13021","电子电器","重货","36 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",12.2,11,10.4,"是",16,36,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen-ptc.pdf"
"167","13028","电子电器","特惠","Keep It Simple Savings Green 3",12.6,6.3,12.9,"是",100,3,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180815-101022-AEPS-Keep It Simple Savings Green 3 (English).pdf"
"168","13040","电子电器","特惠","Keep It Simple Savings Green 6",12.8,6.4,12.5,"是",100,6,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-AEPS-Keep It Simple Savings Green 6 (English).pdf"
"169","13047","电子电器","特惠","Keep It Simple Savings Green 9",15,7.5,12.4,"是",100,9,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-102431-AEPS-Keep It Simple Savings Green 9 (English).pdf"
"170","13053","电子电器","特惠","Keep It Simple Savings Green 12",12.8,6.4,13.4,"是",100,12,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-AEPS-Keep It Simple Savings Green 12 (English).pdf"
"171","13059","电子电器","特惠","Keep It Simple Savings 3",12.4,6.2,12.8,"是",16,3,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180815-101022-AEPS-Keep It Simple Savings 3 (English).pdf"
"172","13065","电子电器","特惠","Keep It Simple Savings 6",12.6,6.3,12.4,"是",16,6,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-AEPS-Keep It Simple Savings 6 (English).pdf"
"173","13071","电子电器","特惠","Keep It Simple Savings 9",14.4,7.2,12.3,"是",16,9,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-102431-AEPS-Keep It Simple Savings 9 (English).pdf"
"174","13077","电子电器","特惠","Keep It Simple Savings 12",12.6,6.3,13.3,"是",16,12,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-AEPS-Keep It Simple Savings 12 (English).pdf"
"175","13115","电子电器","同城配","TXU Energy Real Value 12",15,11.9,16.2,"是",6,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXRLVAL1212AK&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"176","13120","电子电器","同城配","TXU Energy Real Value 24",15,11.9,16.2,"是",6,24,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXRLVAL2424AI&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"177","13124","电子电器","同城配","TXU Energy Real Value 12",15,11.9,16.2,"是",6,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXRLVAL1212AK&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"181","13134","电子电器","同城配","TXU Energy Real Value 24",15,11.9,16.2,"是",6,24,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXRLVAL2424AI&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"182","13162","电子电器","同城配","TXU Energy Real Choice 12",17.1,15.2,11.9,"是",6,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXRLCHC1212AK&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"183","13169","电子电器","同城配","TXU Energy Real Choice 24",17.1,15.2,11.9,"是",6,24,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXRLCHC2424AH&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"184","13227","电子电器","同城配","TXU Energy Real Choice 24",17.1,15.2,11.9,"是",6,24,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXRLCHC2424AH&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"185","13232","电子电器","同城配","TXU Energy Real Choice 12",17.1,15.2,11.9,"是",6,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXRLCHC1212AK&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"186","13316","电子电器","重货","Choice 18 (No Base Fee)",12.8,11.9,11.5,"是",12,18,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21452/EFL/ptc-all/CPL/Electric/77437"
"187","13318","电子电器","特惠","Fixed Generation Supply",12.2,11.3,10.9,"是",14,12,"老客户","否","散客","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/ShowDocument?pdfId=3764&typeId=2"
"188","13321","电子电器","特惠","Fixed Generation Supply",11.9,11,10.6,"是",14,24,"老客户","否","散客","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/ShowDocument?pdfId=3766&typeId=2"
"189","13299","电子电器","重货","Choice 24 (No Base Fee)",12.9,12,11.6,"是",12,24,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21453/EFL/ptc/CPL/Electric/77437"
"190","13300","电子电器","重货","Choice 12 (No Base Fee)",12.3,11.5,11,"是",12,12,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21451/EFL/ptc-all/CPL/Electric/77437"
"191","13354","电子电器","冷运","Pollution Free Conserve 12 Choice",12.2,10.3,12.3,"是",100,12,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed783.pdf"
"192","13514","电子电器","重货","Reliant SmartStart Plan",14.5,14.5,14.5,"否",11,1,"新客户","否","散客","https://www.reliant.com/files/090175188166c051.pdf"
"193","13533","电子电器","冷运","Fixed rate for 12 billing cycle(s).",12.1,12.1,12.1,"是",15,12,"老客户","否","散客","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTCC12FIXED00PP00RPROMO1"
"194","13546","电子电器","国际","Super Saver - 6",10.9,10,9.5,"是",19,6,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28365"
"195","13547","电子电器","国际","Super Saver - 12",11.1,10.2,9.7,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27966"
"196","13548","电子电器","国际","Super Saver - 18",11.1,10.2,9.7,"是",19,18,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27965"
"197","13549","电子电器","国际","Super Saver - 24",11.2,10.3,9.8,"是",19,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27666"
"198","13551","电子电器","时效","Easy Saver 12",17.8,8.9,11.4,"是",5,12,"老客户","否","散客","https://www.4changeenergy.com/Docs/efl_ezysvb12fab_a.pdf"
"199","13719","电子电器","其他","12 Month Value Fixed",13.6,12.6,12.1,"是",50,12,"老客户","否","散客","https://enroll.viridian.com/document?t=ElectricityFactsLabel&planRateId=1193075"
"200","13720","电子电器","其他","Term Free",18.8,17.8,17.3,"否",50,1,"老客户","否","散客","https://enroll.viridian.com/document?t=ElectricityFactsLabel&planRateId=1177753"
"201","13726","电子电器","国际","Frontier No Hidden Fee 12+",12.9,12,11.5,"是",6,12,"老客户","否","散客","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=FNHF12%2b&tdspcode=AEP_CENT"
"202","13764","电子电器","重货","Reliant Solar Sell Back plan",12,11.1,10.6,"否",11,0,"老客户","否","散客","https://www.reliant.com/files/0901751880e16bc8.pdf"
"203","13770","电子电器","重货","Reliant 100% Solar 12 plan",15.1,14.2,13.7,"是",100,12,"老客户","否","散客","https://www.reliant.com/files/090175188166c0e0.pdf"
"204","13837","电子电器","重货","Reliant SmartStart Plan",14.5,14.5,14.5,"否",11,1,"新客户","否","散客","https://www.reliant.com/files/090175188166c052.pdf"
"205","13900","电子电器","同城配","TXU Energy Solar Value 12",16.8,11.9,13.9,"是",25,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SOLVL12AG&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"206","13907","电子电器","同城配","TXU Energy Solar Value 12",16.8,11.9,13.9,"是",25,12,"老客户","否","散客","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SOLVL12AG&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC"
"207","14065","电子电器","重货","Reliant Solar Sell Back plan",12,11.1,10.6,"否",11,0,"老客户","否","散客","https://www.reliant.com/files/0901751880e16bc9.pdf"
"208","15040","电子电器","重货","Reliant 100% Solar 12 plan",15.1,14.2,13.7,"是",100,12,"老客户","否","散客","https://www.reliant.com/files/090175188166c0e1.pdf"
"209","15051","电子电器","冷运","Pollution Free e-Plus 12 Choice",13.3,12.4,11.9,"是",100,12,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7b6.pdf"
"210","15054","电子电器","冷运","Pollution Free e-Plus Choice",16,15.1,14.6,"否",100,0,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7c0.pdf"
"211","15939","电子电器","重货","Choice 6",12.3,11.4,11,"是",12,6,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21472/EFL/ptc-all/CPL/Electric/77437"
"212","15954","电子电器","其他","Month to Month Autopay E-Plan",15.6,14.4,13.8,"否",16,1,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen-ptc.pdf"
"213","15958","电子电器","重货","Month to Month Spirit Of Texas AutoPay E-Plan",15.5,14.3,13.7,"否",16,1,"老客户","否","散客","http://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen-ptc.pdf"
"214","15967","电子电器","电商","Free Weekends 12",13.7,12.6,12,"否",14,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXT0177_ENG_20180807.PDF"
"215","15968","电子电器","电商","Free Weekends 24",13.7,12.6,12,"否",14,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXT0179_ENG_20180807.PDF"
"216","16102","电子电器","冷运","Free Weekends",13.8,13.8,13.8,"否",13,0,"新客户","是","散客","http://bit.ly/2xOP6r9"
"217","16107","电子电器","冷运","Free Weekends",13.8,13.8,13.8,"否",13,0,"新客户","是","散客","http://bit.ly/2xUt0TU"
"218","16114","电子电器","冷运","Free Nights",14.3,14.3,14.3,"否",13,0,"新客户","是","散客","http://bit.ly/2JkjT07"
"219","16121","电子电器","冷运","Free Nights",14.3,14.3,14.3,"否",13,0,"新客户","是","散客","http://bit.ly/2JmAMHL"
"220","16141","电子电器","国际","Quick 12",16.2,8.1,12.9,"是",6,12,"老客户","否","散客","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva12fad_a.pdf"
"221","16142","电子电器","国际","Quick 24",15.8,7.9,12.9,"是",6,24,"老客户","否","散客","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva24fad_a.pdf"
"222","16176","电子电器","特惠","Wise Buy Conserve Saver Plus 12",10.7,7.4,15.7,"是",11,12,"老客户","否","散客","https://www.pennywisepower.com/files/09017518816f973c.pdf"
